owner,name,stars,created_at,updated_at,language,merged_prs,releases,issues_total,issues_closed
VSCodium,vscodium,30362,2018-08-13T14:26:58Z,2026-03-05T22:35:17Z,Shell,628,263,1639,1502
VincentGarreau,particles.js,30351,2014-09-06T14:29:47Z,2026-03-05T23:17:57Z,JavaScript,21,6,412,107
sequelize,sequelize,30348,2010-07-22T07:11:11Z,2026-03-05T22:44:12Z,TypeScript,5021,489,10422,9520
chinabugotech,hutool,30336,2014-04-13T07:23:51Z,2026-03-05T13:25:08Z,Java,514,156,3091,3089
wshobson,agents,30334,2025-07-24T23:28:14Z,2026-03-05T23:47:33Z,Python,53,0,59,53
trailofbits,algo,30324,2016-05-15T03:42:48Z,2026-03-05T21:07:26Z,Python,686,4,1650,1585
pmndrs,react-three-fiber,30319,2019-02-25T14:31:51Z,2026-03-05T23:29:11Z,TypeScript,690,131,1172,1166
ValveSoftware,Proton,30318,2018-03-13T18:45:27Z,2026-03-05T21:15:30Z,C++,13,76,9024,4053
herrbischoff,awesome-macos-command-line,30314,2015-09-22T19:37:55Z,2026-03-05T22:28:02Z,,104,0,0,0
Binaryify,NeteaseCloudMusicApi,30291,2016-06-22T11:58:03Z,2026-03-04T13:06:21Z,,292,0,1336,1189
facebook,folly,30273,2012-06-01T20:49:04Z,2026-03-05T20:40:46Z,C++,13,280,1249,943
tatsu-lab,stanford_alpaca,30268,2023-03-10T23:33:09Z,2026-03-05T23:50:02Z,Python,6,0,268,98
jobbole,awesome-python-cn,30254,2015-11-03T09:50:50Z,2026-03-05T13:23:42Z,Makefile,51,0,34,18
joshbuchea,HEAD,30238,2016-04-20T20:05:37Z,2026-03-05T00:14:00Z,,87,0,93,73
cfenollosa,os-tutorial,30219,2014-09-29T08:39:34Z,2026-03-05T22:29:45Z,C,11,0,182,106
AvaloniaUI,Avalonia,30192,2013-12-05T20:13:21Z,2026-03-05T23:45:03Z,C#,5654,120,8315,6485
waydabber,BetterDisplay,30178,2021-10-24T08:32:56Z,2026-03-05T20:02:33Z,,2,119,2988,2813
spf13,viper,30156,2014-04-02T14:33:33Z,2026-03-05T20:46:52Z,Go,520,35,931,923
openai,openai-python,30153,2020-10-25T23:23:54Z,2026-03-05T23:13:32Z,Python,1053,369,1205,1042
cheeriojs,cheerio,30145,2011-10-09T04:23:20Z,2026-03-05T23:38:45Z,TypeScript,3121,62,1231,1210
songquanpeng,one-api,30128,2023-04-22T12:39:24Z,2026-03-05T23:01:46Z,JavaScript,287,55,1797,896
dragonflydb,dragonfly,30111,2021-12-11T10:00:42Z,2026-03-05T22:30:12Z,C++,3992,114,2118,1853
telegramdesktop,tdesktop,30084,2014-05-02T12:36:31Z,2026-03-05T22:12:59Z,C++,1853,830,15777,14879
grafana,k6,30051,2016-03-21T15:30:24Z,2026-03-05T22:29:55Z,Go,2457,85,2565,1835
jumpserver,jumpserver,30036,2014-07-04T03:54:59Z,2026-03-05T13:53:18Z,Python,7871,264,7647,7580
sunface,rust-course,30023,2018-08-07T05:01:21Z,2026-03-05T17:27:30Z,Rust,811,0,219,154
xuxueli,xxl-job,29957,2015-11-28T12:59:34Z,2026-03-05T13:40:46Z,Java,124,42,3339,3164
StevenBlack,hosts,29952,2012-04-12T20:22:50Z,2026-03-05T21:14:35Z,Python,507,832,2204,2073
vercel,turborepo,29942,2021-10-05T17:37:11Z,2026-03-05T21:33:40Z,Rust,7170,680,2052,1943
encode,django-rest-framework,29922,2011-03-02T17:13:56Z,2026-03-05T22:39:32Z,Python,3108,21,3946,3907
kingToolbox,WindTerm,29921,2019-10-09T19:56:09Z,2026-03-05T15:35:17Z,C,1,32,2915,586
square,leakcanary,29905,2015-04-29T23:54:16Z,2026-03-05T11:13:15Z,Kotlin,933,43,1655,1514
AllThingsSmitty,css-protips,29897,2015-08-29T12:29:03Z,2026-03-05T23:29:56Z,,73,0,63,62
ageron,handson-ml2,29896,2019-01-08T03:49:07Z,2026-03-05T22:48:07Z,Jupyter Notebook,65,0,518,304
google-research,tuning_playbook,29888,2023-01-18T23:32:32Z,2026-03-05T23:44:39Z,,14,0,45,34
GoogleChrome,lighthouse,29883,2016-03-08T01:03:11Z,2026-03-05T15:21:40Z,JavaScript,5564,130,9257,8771
apolloconfig,apollo,29782,2016-03-04T10:24:23Z,2026-03-05T13:28:23Z,Java,1498,42,3398,3258
hashicorp,consul,29771,2013-11-04T22:15:27Z,2026-03-05T19:18:29Z,Go,14140,256,5579,4285
foundation,foundation-sites,29764,2011-10-13T23:05:42Z,2026-03-05T18:28:57Z,HTML,2958,79,8240,8179
iced-rs,iced,29720,2019-07-15T22:34:46Z,2026-03-05T21:40:28Z,Rust,1161,18,1308,964
JushBJJ,Mr.-Ranedeer-AI-Tutor,29691,2023-03-31T12:37:26Z,2026-03-05T16:19:35Z,,0,3,48,34
nvim-lua,kickstart.nvim,29690,2022-06-24T03:11:24Z,2026-03-05T20:19:57Z,Lua,265,0,666,633
openssl,openssl,29682,2013-01-15T22:34:48Z,2026-03-05T20:04:05Z,C,145,297,11166,9968
zellij-org,zellij,29676,2020-09-01T14:04:28Z,2026-03-05T23:41:58Z,Rust,1386,65,2526,1194
qarmin,czkawka,29674,2020-09-01T17:37:29Z,2026-03-05T19:50:11Z,Rust,468,40,1116,694
vuejs,vue-cli,29637,2015-12-26T23:11:20Z,2026-03-05T16:07:04Z,JavaScript,1259,178,5501,4564
sampotts,plyr,29625,2015-02-14T11:33:07Z,2026-03-05T21:54:49Z,JavaScript,393,93,2116,1225
filamentphp,filament,29623,2020-03-19T00:19:18Z,2026-03-05T23:46:47Z,PHP,5798,821,3319,3300
alibaba,canal,29617,2013-01-13T10:59:52Z,2026-03-05T07:46:28Z,Java,479,32,4787,3615
nginx,nginx,29599,2015-06-23T10:26:27Z,2026-03-05T16:25:23Z,C,156,14,476,250
aosabook,500lines,29594,2013-11-04T02:02:53Z,2026-03-05T20:38:18Z,JavaScript,175,0,70,41
helm,helm,29574,2015-10-06T01:07:32Z,2026-03-05T20:45:51Z,Go,4440,237,8365,8097
