owner,name,stars,created_at,updated_at,language,merged_prs,releases,issues_total,issues_closed
codecrafters-io,build-your-own-x,474772,2018-05-09T12:03:18Z,2026-03-13T17:56:11Z,Markdown,155,0,890,653
sindresorhus,awesome,445212,2014-07-11T13:42:37Z,2026-03-13T17:52:34Z,,694,0,366,350
freeCodeCamp,freeCodeCamp,438084,2014-12-24T17:49:19Z,2026-03-13T17:55:29Z,TypeScript,27803,0,21168,21024
public-apis,public-apis,409184,2016-03-20T23:49:42Z,2026-03-13T17:58:31Z,Python,1872,0,841,832
EbookFoundation,free-programming-books,383948,2013-10-11T06:50:37Z,2026-03-13T17:50:43Z,Python,7337,0,1264,1228
kamranahmedse,developer-roadmap,350830,2017-03-15T13:45:52Z,2026-03-13T17:33:36Z,TypeScript,4093,1,3091,3083
donnemartin,system-design-primer,338716,2017-02-26T16:15:28Z,2026-03-13T17:47:55Z,Python,208,0,360,116
jwasham,coding-interview-university,337789,2016-06-06T02:34:12Z,2026-03-13T17:56:51Z,,415,0,526,454
openclaw,openclaw,310417,2025-11-24T10:16:47Z,2026-03-13T17:58:19Z,TypeScript,3188,66,18561,11169
vinta,awesome-python,286952,2014-06-27T21:00:06Z,2026-03-13T17:49:35Z,Python,642,0,0,0
awesome-selfhosted,awesome-selfhosted,279717,2015-06-01T02:33:17Z,2026-03-13T17:50:29Z,,2395,1,807,807
996icu,996.ICU,275754,2019-03-26T07:31:14Z,2026-03-13T16:53:13Z,,1072,0,0,0
practical-tutorials,project-based-learning,260869,2017-04-12T05:07:46Z,2026-03-13T17:43:15Z,,182,0,227,82
facebook,react,243899,2013-05-24T16:15:54Z,2026-03-13T17:46:09Z,JavaScript,12784,118,14398,13590
torvalds,linux,222554,2011-09-04T22:48:12Z,2026-03-13T17:53:25Z,C,0,0,0,0
TheAlgorithms,Python,218571,2016-07-16T09:44:01Z,2026-03-13T17:46:05Z,Python,3069,0,1705,1540
vuejs,vue,209977,2013-07-29T03:24:51Z,2026-03-13T17:55:49Z,TypeScript,1136,249,10028,9669
trimstray,the-book-of-secret-knowledge,209871,2018-06-23T10:43:14Z,2026-03-13T17:49:39Z,,122,0,0,0
ossu,computer-science,202333,2014-05-04T00:18:39Z,2026-03-13T17:15:51Z,HTML,305,0,669,655
trekhleb,javascript-algorithms,195749,2018-03-24T07:47:04Z,2026-03-13T17:21:20Z,JavaScript,304,0,372,234
tensorflow,tensorflow,194128,2015-11-07T01:19:20Z,2026-03-13T17:19:25Z,C++,42660,222,41219,40306
ohmyzsh,ohmyzsh,185308,2009-08-28T18:15:37Z,2026-03-13T17:46:17Z,Shell,3520,0,5036,4893
getify,You-Dont-Know-JS,184500,2013-11-16T02:37:24Z,2026-03-13T17:19:58Z,,370,0,949,949
CyC2018,CS-Notes,183922,2018-02-13T14:56:24Z,2026-03-13T17:02:38Z,,374,0,578,449
microsoft,vscode,182605,2015-09-03T20:23:38Z,2026-03-13T17:49:03Z,TypeScript,43646,199,233654,219726
Significant-Gravitas,AutoGPT,182435,2023-03-16T09:21:07Z,2026-03-13T17:56:26Z,Python,4023,95,3746,3516
jackfrued,Python-100-Days,179581,2018-03-01T16:05:52Z,2026-03-13T17:24:51Z,Jupyter Notebook,13,0,711,188
n8n-io,n8n,178965,2019-06-22T09:24:21Z,2026-03-13T17:53:31Z,TypeScript,14284,556,8324,7876
flutter,flutter,175543,2015-03-06T22:54:58Z,2026-03-13T17:58:31Z,Dart,47055,7,112589,100397
twbs,bootstrap,174069,2011-07-29T21:19:00Z,2026-03-13T17:12:19Z,MDX,9140,94,22850,22543
github,gitignore,172961,2010-11-08T20:17:14Z,2026-03-13T17:41:01Z,,1727,0,0,0
massgravel,Microsoft-Activation-Scripts,168653,2020-01-12T23:03:34Z,2026-03-13T17:48:39Z,Batchfile,6,29,914,913
avelino,awesome-go,167262,2014-07-06T13:42:15Z,2026-03-13T17:55:04Z,Go,3622,0,728,713
ollama,ollama,164968,2023-06-26T19:39:32Z,2026-03-13T17:57:21Z,Go,3101,190,9568,7570
AUTOMATIC1111,stable-diffusion-webui,161668,2022-08-22T14:05:26Z,2026-03-13T17:58:41Z,Python,1884,27,7891,5487
jlevy,the-art-of-command-line,160263,2015-05-20T15:11:03Z,2026-03-13T16:50:39Z,,317,0,262,136
huggingface,transformers,157770,2018-10-29T13:56:00Z,2026-03-13T17:55:26Z,Python,18829,244,18706,17640
Snailclimb,JavaGuide,154216,2018-05-07T13:27:00Z,2026-03-13T17:46:15Z,Java,1216,0,1133,1066
DigitalPlatDev,FreeDomain,152179,2024-05-30T13:23:00Z,2026-03-13T17:58:28Z,HTML,1,0,0,0
f,prompts.chat,152042,2022-12-05T13:54:13Z,2026-03-13T17:56:29Z,HTML,201,0,138,130
yt-dlp,yt-dlp,151003,2020-10-26T04:22:55Z,2026-03-13T17:50:52Z,Python,3237,132,11177,9355
airbnb,javascript,148114,2012-11-01T23:13:50Z,2026-03-13T17:20:23Z,JavaScript,813,0,1404,1302
521xueweihan,HelloGitHub,145984,2016-05-04T06:24:11Z,2026-03-13T17:20:54Z,Python,17,63,2971,2681
langflow-ai,langflow,145616,2023-02-08T22:28:03Z,2026-03-13T17:41:46Z,Python,5843,286,3184,2844
ytdl-org,youtube-dl,139861,2010-10-31T14:35:07Z,2026-03-13T16:09:31Z,Python,1646,341,26819,23190
vercel,next.js,138281,2016-10-05T23:32:51Z,2026-03-13T17:52:51Z,JavaScript,26240,1000,24336,22284
yangshun,tech-interview-handbook,138108,2016-07-05T05:00:48Z,2026-03-13T17:47:47Z,TypeScript,486,0,121,77
Genymobile,scrcpy,136930,2017-11-21T18:00:27Z,2026-03-13T17:26:39Z,C,124,50,5970,3289
labuladong,fucking-algorithm,133023,2020-02-19T09:01:23Z,2026-03-13T16:14:37Z,Markdown,244,0,963,962
golang,go,133022,2014-08-19T04:33:40Z,2026-03-13T17:47:13Z,Go,1,0,70570,61100
langgenius,dify,132678,2023-04-12T07:40:24Z,2026-03-13T17:48:42Z,TypeScript,9869,158,16863,16465
x1xhlol,system-prompts-and-models-of-ai-tools,130718,2025-03-05T16:38:29Z,2026-03-13T17:56:48Z,,46,0,193,111
microsoft,PowerToys,130460,2019-05-01T17:44:02Z,2026-03-13T17:02:43Z,C#,6386,127,38368,30267
langchain-ai,langchain,129355,2022-10-17T02:58:36Z,2026-03-13T17:48:09Z,Python,16098,1000,9162,8888
Chalarangelo,30-seconds-of-code,127068,2017-11-29T17:35:03Z,2026-03-13T17:53:28Z,JavaScript,836,12,300,300
open-webui,open-webui,127043,2023-10-06T22:08:27Z,2026-03-13T17:48:45Z,Python,3379,154,7890,7713
facebook,react-native,125571,2015-01-09T18:10:16Z,2026-03-13T17:21:04Z,C++,959,446,27589,26837
krahets,hello-algo,123202,2022-11-04T11:08:34Z,2026-03-13T17:02:27Z,Java,968,10,283,274
anomalyco,opencode,121538,2025-04-30T20:08:00Z,2026-03-13T17:57:39Z,TypeScript,2734,736,10438,5327
kubernetes,kubernetes,121104,2014-06-06T22:56:04Z,2026-03-13T17:43:08Z,Go,64160,784,48679,46862
electron,electron,120461,2013-04-12T01:47:36Z,2026-03-13T17:46:44Z,C++,24671,1000,21490,20755
ripienaar,free-for-dev,119832,2015-03-18T21:06:26Z,2026-03-13T17:39:14Z,HTML,2906,0,0,0
excalidraw,excalidraw,118662,2020-01-02T01:04:43Z,2026-03-13T17:42:52Z,TypeScript,3849,14,4667,2576
justjavac,free-programming-books-zh_CN,116450,2013-11-04T01:59:19Z,2026-03-13T17:20:04Z,,282,3,0,0
nodejs,node,116227,2014-11-26T19:57:11Z,2026-03-13T17:22:01Z,JavaScript,11933,487,20113,18358
iptv-org,iptv,112843,2018-11-14T22:00:57Z,2026-03-13T17:48:55Z,TypeScript,6834,0,22210,21905
d3,d3,112531,2010-09-27T17:22:42Z,2026-03-13T15:52:21Z,Shell,494,194,2239,2229
mrdoob,three.js,111337,2010-03-23T18:58:01Z,2026-03-13T17:39:04Z,JavaScript,15261,175,13522,13088
rust-lang,rust,111170,2010-06-16T20:39:03Z,2026-03-13T17:44:32Z,Rust,69729,147,61690,50528
shadcn-ui,ui,109431,2023-01-04T12:43:27Z,2026-03-13T17:51:55Z,TypeScript,1052,82,3957,3002
rustdesk,rustdesk,109240,2020-09-28T15:36:08Z,2026-03-13T17:48:50Z,Rust,3950,36,4017,3955
axios,axios,108646,2014-08-18T22:30:27Z,2026-03-13T17:49:44Z,JavaScript,1139,109,4962,4759
Hack-with-Github,Awesome-Hacking,108291,2016-03-30T15:47:10Z,2026-03-13T17:26:46Z,,34,0,0,0
microsoft,TypeScript,108140,2014-06-17T15:28:39Z,2026-03-13T17:46:22Z,TypeScript,14858,215,42981,37995
microsoft,generative-ai-for-beginners,107929,2023-06-19T16:28:59Z,2026-03-13T17:55:28Z,Jupyter Notebook,542,0,208,206
godotengine,godot,107783,2014-01-04T16:05:36Z,2026-03-13T17:18:23Z,C++,41529,66,61388,48365
GrowingGit,GitHub-Chinese-Top-Charts,106822,2019-09-05T03:01:56Z,2026-03-13T17:04:19Z,Java,0,0,343,162
denoland,deno,106339,2018-05-15T01:34:26Z,2026-03-13T17:40:23Z,Rust,14406,369,13982,11752
Comfy-Org,ComfyUI,105749,2023-01-17T03:15:56Z,2026-03-13T17:36:02Z,Python,2253,127,8032,4561
goldbergyoni,nodebestpractices,105176,2017-09-15T08:33:19Z,2026-03-13T17:21:16Z,Dockerfile,766,0,335,286
fatedier,frp,105173,2015-12-21T15:24:59Z,2026-03-13T17:42:24Z,Go,761,109,4065,4024
papers-we-love,papers-we-love,104051,2013-12-15T14:31:41Z,2026-03-13T17:51:08Z,Shell,439,0,248,246
tauri-apps,tauri,104028,2019-07-13T09:09:37Z,2026-03-13T17:49:04Z,Rust,5409,0,6180,4918
facebook,create-react-app,103826,2016-07-17T14:55:11Z,2026-03-13T17:14:21Z,JavaScript,1949,83,8424,6574
clash-verge-rev,clash-verge-rev,102524,2023-11-21T18:24:03Z,2026-03-13T17:55:46Z,TypeScript,768,62,5035,4867
microsoft,terminal,102177,2017-08-11T18:38:22Z,2026-03-13T17:47:02Z,C++,4389,148,13828,12182
deepseek-ai,DeepSeek-V3,102120,2024-12-26T09:52:40Z,2026-03-13T16:17:30Z,Python,25,1,736,684
Shubhamsaboo,awesome-llm-apps,101945,2024-04-29T05:30:25Z,2026-03-13T17:55:16Z,Python,171,0,125,124
jaywcjlove,awesome-mac,100112,2016-07-17T15:33:47Z,2026-03-13T17:51:10Z,JavaScript,1089,14,516,379
angular,angular,100080,2014-09-18T16:12:01Z,2026-03-13T17:14:39Z,TypeScript,5772,618,30452,29448
supabase,supabase,98917,2019-10-12T05:56:49Z,2026-03-13T17:55:41Z,TypeScript,15757,26,5272,4999
Anduin2017,HowToCook,98763,2020-02-29T10:43:49Z,2026-03-13T17:20:05Z,Dockerfile,616,4,828,364
2dust,v2rayN,98667,2019-07-30T03:47:24Z,2026-03-13T17:52:47Z,C#,405,302,6618,6609
mtdvio,every-programmer-should-know,98237,2017-08-24T13:18:26Z,2026-03-13T17:19:10Z,,110,0,45,31
pytorch,pytorch,98207,2016-08-13T05:26:41Z,2026-03-13T17:58:44Z,Python,6444,64,57303,41244
mui,material-ui,98002,2014-08-18T19:11:54Z,2026-03-13T17:37:14Z,JavaScript,21521,559,20356,18765
ggml-org,llama.cpp,97819,2023-03-10T18:58:00Z,2026-03-13T17:58:16Z,C++,7599,1000,7268,6789
ant-design,ant-design,97690,2015-04-24T15:37:24Z,2026-03-13T17:20:07Z,TypeScript,17135,741,32434,31159
google-gemini,gemini-cli,97566,2025-04-17T17:04:31Z,2026-03-13T17:56:47Z,TypeScript,5510,415,11215,8965
neovim,neovim,97148,2014-01-31T13:39:22Z,2026-03-13T17:12:42Z,Vim Script,17818,48,13769,12143
fastapi,fastapi,96177,2018-12-08T08:21:47Z,2026-03-13T17:51:36Z,Python,3173,269,3507,3496
openai,whisper,95887,2022-09-16T20:02:54Z,2026-03-13T17:31:36Z,Python,119,13,0,0
nvbn,thefuck,95683,2015-04-08T15:08:04Z,2026-03-13T15:30:36Z,Python,481,17,774,477
microsoft,Web-Dev-For-Beginners,95417,2020-11-10T02:44:00Z,2026-03-13T15:58:50Z,JavaScript,667,0,426,387
immich-app,immich,94647,2022-02-03T15:56:27Z,2026-03-13T17:51:36Z,TypeScript,8788,287,8039,7543
ryanmcdermott,clean-code-javascript,94319,2016-11-25T22:25:41Z,2026-03-13T14:09:51Z,JavaScript,149,0,245,165
tailwindlabs,tailwindcss,94013,2017-10-06T14:59:14Z,2026-03-13T17:51:32Z,TypeScript,3308,300,4779,4725
puppeteer,puppeteer,93803,2017-05-09T22:16:13Z,2026-03-13T15:34:50Z,TypeScript,5852,650,7327,7065
iluwatar,java-design-patterns,93802,2014-08-09T16:45:18Z,2026-03-13T16:32:34Z,Java,1520,0,979,840
anthropics,skills,92714,2025-09-22T15:53:31Z,2026-03-13T17:52:48Z,Python,22,0,166,26
firecrawl,firecrawl,92491,2024-04-15T21:02:29Z,2026-03-13T17:58:18Z,TypeScript,1398,32,829,784
nvm-sh,nvm,92264,2010-04-15T17:47:47Z,2026-03-13T17:55:21Z,Shell,741,71,2395,2064
deepseek-ai,DeepSeek-R1,91968,2025-01-20T11:57:28Z,2026-03-13T16:37:12Z,,10,1,696,676
florinpop17,app-ideas,91168,2019-02-25T18:36:56Z,2026-03-13T17:20:47Z,,151,0,196,51
microsoft,markitdown,90694,2024-11-13T19:56:40Z,2026-03-13T16:23:29Z,Python,171,18,388,84
PanJiaChen,vue-element-admin,90287,2017-04-17T03:35:49Z,2026-03-13T07:32:25Z,Vue,311,49,3613,2358
storybookjs,storybook,89441,2016-03-18T04:23:44Z,2026-03-13T16:49:12Z,TypeScript,12347,1000,14175,12068
bitcoin,bitcoin,88465,2010-12-19T15:16:43Z,2026-03-13T17:10:46Z,C++,16230,63,9020,8661
gin-gonic,gin,88224,2014-06-16T23:57:25Z,2026-03-13T17:18:18Z,Go,1227,29,2383,1786
oven-sh,bun,88084,2021-04-14T00:48:17Z,2026-03-13T17:54:47Z,Zig,7212,210,15845,10964
rasbt,LLMs-from-scratch,87928,2023-07-23T18:15:57Z,2026-03-13T17:33:52Z,Jupyter Notebook,483,0,219,218
ChatGPTNextWeb,NextChat,87474,2023-03-10T18:27:54Z,2026-03-13T17:56:28Z,TypeScript,894,77,3582,2899
gohugoio,hugo,87062,2013-07-04T15:26:26Z,2026-03-13T17:36:33Z,Go,3250,365,8045,7806
django,django,87029,2012-04-28T02:47:18Z,2026-03-13T17:46:58Z,Python,10346,0,0,0
mermaid-js,mermaid,86627,2014-11-01T23:52:32Z,2026-03-13T17:39:45Z,TypeScript,2605,184,3587,2221
opencv,opencv,86577,2012-07-19T09:40:17Z,2026-03-13T17:23:37Z,C++,13518,67,11445,8873
sveltejs,svelte,86044,2016-11-20T18:13:05Z,2026-03-13T17:48:03Z,JavaScript,6547,610,8943,8029
ruanyf,weekly,85929,2018-10-13T12:36:07Z,2026-03-13T17:49:21Z,,106,0,8560,1296
home-assistant,core,85313,2013-09-17T07:29:48Z,2026-03-13T17:33:54Z,Python,82805,1000,68511,65560
3b1b,manim,85217,2015-03-22T18:50:58Z,2026-03-13T17:25:34Z,Python,661,13,1226,767
microsoft,ML-For-Beginners,84310,2021-03-03T01:34:05Z,2026-03-13T17:45:31Z,Jupyter Notebook,446,0,159,158
microsoft,playwright,84165,2019-11-15T18:32:42Z,2026-03-13T17:55:26Z,TypeScript,16344,158,17134,16538
louislam,uptime-kuma,84025,2021-07-03T01:02:42Z,2026-03-13T17:50:45Z,JavaScript,1698,126,4675,4016
laravel,laravel,83940,2011-06-08T03:06:08Z,2026-03-13T17:51:11Z,Blade,1672,213,0,0
MunGell,awesome-for-beginners,83437,2015-10-24T19:53:36Z,2026-03-13T17:27:04Z,,469,0,205,188
macrozheng,mall,83130,2018-04-04T01:11:44Z,2026-03-13T16:52:15Z,Java,1,3,500,490
punkpeye,awesome-mcp-servers,83003,2024-11-30T04:49:10Z,2026-03-13T17:28:19Z,,1562,0,235,229
realworld-apps,realworld,82988,2016-02-26T20:49:53Z,2026-03-13T16:22:09Z,TypeScript,434,0,545,513
animate-css,animate.css,82630,2011-10-12T10:07:38Z,2026-03-13T17:47:15Z,CSS,315,22,883,843
obra,superpowers,81593,2025-10-09T19:45:18Z,2026-03-13T17:58:40Z,Shell,43,0,373,322
bregman-arie,devops-exercises,81479,2019-10-03T17:31:21Z,2026-03-13T17:57:29Z,Python,309,0,104,70
DopplerHQ,awesome-interview-questions,81392,2015-11-28T09:48:17Z,2026-03-13T17:51:55Z,,175,0,61,34
tonsky,FiraCode,81284,2014-11-11T19:32:38Z,2026-03-13T17:54:59Z,Clojure,142,29,1380,961
modelcontextprotocol,servers,81013,2024-11-19T01:10:17Z,2026-03-13T17:46:41Z,TypeScript,1180,24,863,565
astral-sh,uv,80887,2023-10-02T20:24:11Z,2026-03-13T17:52:58Z,Rust,8575,260,8645,6305
syncthing,syncthing,80785,2013-11-26T09:48:21Z,2026-03-13T17:08:56Z,Go,2841,463,5867,5491
browser-use,browser-use,80664,2024-10-31T16:00:56Z,2026-03-13T17:47:56Z,Python,1684,119,1411,1299
ByteByteGoHq,system-design-101,80496,2023-09-18T20:52:03Z,2026-03-13T17:46:51Z,,23,0,59,19
spring-projects,spring-boot,80233,2012-10-19T15:02:57Z,2026-03-13T17:21:48Z,Java,45,339,41552,41060
hacksider,Deep-Live-Cam,79998,2023-09-24T13:19:31Z,2026-03-13T16:56:14Z,Python,98,11,1118,1038
fighting41love,funNLP,79371,2018-08-21T11:20:39Z,2026-03-13T17:47:20Z,Python,14,0,85,48
doocs,advanced-java,78898,2018-10-06T11:38:30Z,2026-03-13T17:07:29Z,Java,89,1,148,147
vitejs,vite,78873,2020-04-21T05:03:57Z,2026-03-13T17:51:29Z,TypeScript,6093,665,8374,7911
anuraghazra,github-readme-stats,78715,2020-07-09T10:34:22Z,2026-03-13T17:40:18Z,JavaScript,1568,0,1385,1228
junegunn,fzf,78567,2013-10-23T16:04:23Z,2026-03-13T17:59:25Z,Go,645,76,3107,2852
hoppscotch,hoppscotch,78420,2019-08-21T13:15:24Z,2026-03-13T17:58:23Z,TypeScript,2039,99,2353,1774
netdata,netdata,78052,2013-06-17T18:39:10Z,2026-03-13T16:25:17Z,C,11782,132,8204,8052
tensorflow,models,77688,2016-02-05T01:15:20Z,2026-03-13T13:41:19Z,Python,2342,51,7324,6240
anthropics,claude-code,77541,2025-02-22T17:41:21Z,2026-03-13T17:54:02Z,Shell,146,60,32515,26574
nomic-ai,gpt4all,77225,2023-03-27T18:49:32Z,2026-03-13T17:36:48Z,C++,938,38,2213,1493
zed-industries,zed,77073,2021-02-20T03:01:06Z,2026-03-13T17:49:00Z,Rust,22359,1000,18831,16163
Developer-Y,cs-video-courses,77047,2016-10-21T17:02:11Z,2026-03-13T17:52:28Z,,258,0,0,0
MisterBooo,LeetCodeAnimation,76717,2018-12-06T08:01:22Z,2026-03-13T12:32:49Z,Java,63,0,61,43
coder,code-server,76630,2019-02-27T16:50:41Z,2026-03-13T17:52:30Z,TypeScript,1643,226,3799,3631
mlabonne,llm-course,76608,2023-06-17T22:16:25Z,2026-03-13T17:44:46Z,,2,0,95,32
github,spec-kit,76503,2025-08-21T22:54:31Z,2026-03-13T17:58:19Z,Python,207,114,886,357
localsend,localsend,76428,2022-12-16T00:46:07Z,2026-03-13T17:44:48Z,Dart,702,24,1604,742
FortAwesome,Font-Awesome,76413,2012-02-17T14:19:43Z,2026-03-13T14:16:40Z,JavaScript,220,63,19905,19612
elastic,elasticsearch,76329,2010-02-08T13:20:56Z,2026-03-13T17:50:34Z,Java,87724,235,43244,38789
d2l-ai,d2l-zh,76177,2017-08-23T04:40:24Z,2026-03-13T17:40:01Z,Python,1019,16,0,0
swisskyrepo,PayloadsAllTheThings,76026,2016-10-18T07:29:07Z,2026-03-13T17:35:12Z,Python,564,5,0,0
sdmg15,Best-websites-a-programmer-should-visit,75840,2017-03-05T20:25:17Z,2026-03-13T17:52:40Z,,431,0,185,105
typicode,json-server,75650,2013-11-27T13:21:13Z,2026-03-13T12:07:16Z,JavaScript,165,47,1181,566
Stirling-Tools,Stirling-PDF,75263,2023-01-27T18:22:42Z,2026-03-13T16:28:46Z,TypeScript,3198,170,1668,1319
ventoy,Ventoy,75034,2020-03-10T15:19:19Z,2026-03-13T17:47:15Z,C,294,108,2696,1877
infiniflow,ragflow,74948,2023-12-12T06:13:13Z,2026-03-13T17:42:12Z,Python,5553,40,6670,3645
nestjs,nest,74906,2017-02-04T20:12:52Z,2026-03-13T15:45:28Z,TypeScript,8113,143,5789,5772
affaan-m,everything-claude-code,74575,2026-01-18T00:51:51Z,2026-03-13T17:59:11Z,JavaScript,135,10,160,151
unionlabs,union,74241,2023-05-16T22:33:39Z,2026-03-13T15:52:11Z,Rust,3102,107,1837,1709
jesseduffield,lazygit,74111,2018-05-19T00:53:06Z,2026-03-13T17:56:47Z,Go,1823,177,2527,1744
sherlock-project,sherlock,73661,2018-12-24T14:30:48Z,2026-03-13T17:32:12Z,Python,735,2,1150,1070
vuejs,awesome-vue,73627,2015-10-20T00:16:14Z,2026-03-13T06:43:05Z,,3619,0,230,191
lobehub,lobehub,73585,2023-05-21T07:19:12Z,2026-03-13T17:48:13Z,TypeScript,4438,1000,5482,5032
awesomedata,awesome-public-datasets,73397,2014-11-20T06:20:50Z,2026-03-13T16:07:50Z,,188,1,124,48
redis,redis,73375,2009-03-21T22:32:25Z,2026-03-13T17:29:07Z,C,4436,117,6918,4708
vllm-project,vllm,73001,2023-02-09T11:23:20Z,2026-03-13T17:47:22Z,Python,14735,86,14035,12320
tesseract-ocr,tesseract,72887,2014-08-12T18:04:59Z,2026-03-13T17:22:50Z,C++,1432,35,2749,2318
twitter,the-algorithm,72856,2023-03-27T14:57:57Z,2026-03-13T16:04:33Z,Scala,2,0,1067,749
CompVis,stable-diffusion,72680,2022-08-10T14:36:44Z,2026-03-13T16:23:57Z,Jupyter Notebook,5,0,736,199
grafana,grafana,72629,2013-12-11T15:59:56Z,2026-03-13T17:56:25Z,TypeScript,63037,597,43316,40044
enaqx,awesome-react,72362,2014-08-06T05:31:44Z,2026-03-13T17:48:16Z,,794,0,119,117
thedaviddias,Front-End-Checklist,72349,2017-10-16T10:12:36Z,2026-03-13T14:09:25Z,,179,1,152,151
PaddlePaddle,PaddleOCR,72197,2020-05-08T10:38:16Z,2026-03-13T17:51:09Z,Python,3128,29,10509,10300
openai,openai-cookbook,72086,2022-03-11T02:08:53Z,2026-03-13T17:22:48Z,Jupyter Notebook,1012,0,734,668
josephmisiti,awesome-machine-learning,71954,2014-07-15T19:11:19Z,2026-03-13T17:25:41Z,Python,901,0,99,97
ocornut,imgui,71927,2014-07-21T14:29:47Z,2026-03-13T16:12:45Z,C++,419,118,6803,5761
python,cpython,71923,2017-02-10T19:23:51Z,2026-03-13T17:51:35Z,Python,57443,0,75555,68381
abi,screenshot-to-code,71907,2023-11-14T17:53:32Z,2026-03-13T15:54:57Z,TypeScript,76,0,396,282
PKUFlyingPig,cs-self-learning,71800,2021-10-20T13:43:42Z,2026-03-13T17:03:31Z,HTML,315,5,231,107
strapi,strapi,71583,2015-09-30T15:34:48Z,2026-03-13T17:32:06Z,TypeScript,9606,516,11825,11263
dair-ai,Prompt-Engineering-Guide,71539,2022-12-16T16:04:50Z,2026-03-13T17:47:47Z,MDX,342,0,241,74
moby,moby,71517,2013-01-18T18:10:57Z,2026-03-13T17:29:36Z,Go,22368,276,23388,20118
pallets,flask,71323,2010-04-06T11:11:59Z,2026-03-13T16:01:25Z,Python,1628,38,2723,2723
apache,superset,70951,2015-07-21T18:55:34Z,2026-03-13T17:24:27Z,TypeScript,16536,244,12224,11600
obsproject,obs-studio,70905,2013-10-01T02:40:31Z,2026-03-13T17:37:14Z,C,5425,238,4929,4171
protocolbuffers,protobuf,70834,2014-08-26T15:52:15Z,2026-03-13T16:17:25Z,C++,8772,208,6803,6681
caddyserver,caddy,70765,2015-01-13T19:45:03Z,2026-03-13T15:53:41Z,Go,2266,134,4498,4297
hakimel,reveal.js,70723,2011-06-07T18:54:22Z,2026-03-13T17:01:00Z,JavaScript,414,50,2492,1703
binary-husky,gpt_academic,70220,2023-03-20T09:05:13Z,2026-03-13T16:48:17Z,Python,228,32,1757,1482
fffaraz,awesome-cpp,70179,2014-07-17T08:51:11Z,2026-03-13T17:48:33Z,,840,0,591,356
swiftlang,swift,69857,2015-10-23T21:15:07Z,2026-03-13T17:48:25Z,C++,58189,66,17514,10094
Eugeny,tabby,69509,2016-12-23T09:06:10Z,2026-03-13T16:26:28Z,TypeScript,1512,204,6042,3510
danielmiessler,SecLists,69433,2012-02-19T01:30:18Z,2026-03-13T17:28:10Z,PHP,696,29,318,309
binhnguyennus,awesome-scalability,69364,2017-12-27T03:46:40Z,2026-03-13T17:09:25Z,,37,0,0,0
nektos,act,69325,2019-01-02T19:53:43Z,2026-03-13T17:06:34Z,Go,1057,92,1320,1077
OpenHands,OpenHands,69059,2024-03-13T03:33:31Z,2026-03-13T17:56:29Z,Python,6493,100,3865,3697
expressjs,express,68874,2009-06-26T18:56:01Z,2026-03-13T16:02:20Z,JavaScript,522,164,4030,3930
base,node,68694,2023-02-01T13:55:02Z,2026-03-13T13:33:27Z,Go,249,72,332,328
AppFlowy-IO,AppFlowy,68573,2021-06-16T12:56:48Z,2026-03-13T17:51:35Z,Dart,3894,128,3922,3021
hiyouga,LlamaFactory,68372,2023-05-28T10:09:12Z,2026-03-13T17:53:18Z,Python,907,35,7880,6972
ansible,ansible,68266,2012-03-06T14:58:02Z,2026-03-13T17:18:22Z,Python,39689,207,33294,32762
chartjs,Chart.js,67258,2013-03-17T23:56:36Z,2026-03-13T17:33:13Z,JavaScript,3016,117,7301,6817
prakhar1989,awesome-courses,67003,2014-11-15T18:36:49Z,2026-03-13T17:49:01Z,,194,0,83,39
juliangarnier,anime,66838,2016-03-13T21:37:45Z,2026-03-13T16:55:03Z,JavaScript,87,34,836,750
leonardomso,33-js-concepts,66276,2018-09-04T13:27:04Z,2026-03-13T08:22:32Z,JavaScript,262,0,119,119
webpack,webpack,66015,2012-03-10T10:08:14Z,2026-03-13T16:26:05Z,JavaScript,5578,448,10155,10045
apache,echarts,65924,2013-04-03T03:18:59Z,2026-03-13T13:54:27Z,TypeScript,1494,122,19315,17679
labmlai,annotated_deep_learning_paper_implementations,65923,2020-08-25T02:29:34Z,2026-03-13T17:43:19Z,Python,104,0,142,114
toeverything,AFFiNE,65858,2022-07-31T18:45:21Z,2026-03-13T17:42:03Z,TypeScript,9044,541,3630,3121
TapXWorld,ChinaTextbook,65818,2020-01-05T04:11:06Z,2026-03-13T16:47:01Z,Roff,1,0,163,76
xtekky,gpt4free,65751,2023-03-29T17:00:43Z,2026-03-13T15:20:35Z,Python,872,431,1997,1988
NationalSecurityAgency,ghidra,65695,2019-03-01T03:27:48Z,2026-03-13T17:53:57Z,Java,556,52,5872,4337
scikit-learn,scikit-learn,65374,2010-08-17T09:43:38Z,2026-03-13T17:39:43Z,Python,14189,49,11988,10407
lydiahallie,javascript-questions,65302,2019-06-12T08:26:27Z,2026-03-13T17:46:48Z,,328,0,252,233
sindresorhus,awesome-nodejs,65281,2014-07-11T13:35:34Z,2026-03-13T17:12:43Z,,421,0,105,102
TheAlgorithms,Java,65198,2016-07-16T10:21:02Z,2026-03-13T16:18:21Z,Java,2271,0,1203,1178
openai,codex,65088,2025-04-13T05:37:54Z,2026-03-13T17:57:48Z,Rust,4557,611,6813,5064
FoundationAgents,MetaGPT,65087,2023-06-30T09:04:55Z,2026-03-13T17:40:12Z,Python,673,22,909,891
